,city,State,State Full,County,"Internal Revenue Service,"
0,Holtsville,NY,New York,SUFFOLK,"Holtsville,"
1,Adjuntas,PR,Puerto Rico,ADJUNTAS,"URB San Joaquin,"
2,Adjuntas,PR,Puerto Rico,ADJUNTAS,"Jard De Adjuntas,"
3,Adjuntas,PR,Puerto Rico,ADJUNTAS,"Colinas Del Gigante,"
4,Adjuntas,PR,Puerto Rico,ADJUNTAS,"Adjuntas,"
5,Aguada,PR,Puerto Rico,AGUADA,"Comunidad Las Flores,"
6,Aguada,PR,Puerto Rico,AGUADA,"URB Isabel La Catolica,"
7,Aguada,PR,Puerto Rico,AGUADA,"Alts De Aguada,"
8,Aguada,PR,Puerto Rico,AGUADA,"Bo Guaniquilla,"
9,Aguada,PR,Puerto Rico,AGUADA,"Aguada,"
10,Aguada,PR,Puerto Rico,AGUADA,"Ext Los Robles,"
11,Aguadilla,PR,Puerto Rico,AGUADILLA,"Ramey,"
12,Aguadilla,PR,Puerto Rico,AGUADILLA,"Aguadilla,"
13,Aguadilla,PR,Puerto Rico,AGUADILLA,"Repto Lopez,"
14,Aguadilla,PR,Puerto Rico,AGUADILLA,"URB Maleza Gdns,"
15,Aguadilla,PR,Puerto Rico,AGUADILLA,"URB Victoria,"
16,Aguadilla,PR,Puerto Rico,AGUADILLA,"Repto Tres Palmas,"
17,Aguadilla,PR,Puerto Rico,AGUADILLA,"Sect Las Villas,"
18,Aguadilla,PR,Puerto Rico,AGUADILLA,"URB Garcia,"
19,Aguadilla,PR,Puerto Rico,AGUADILLA,"Villa Linda,"
20,Aguadilla,PR,Puerto Rico,AGUADILLA,"Villa Universitaria,"
21,Aguadilla,PR,Puerto Rico,AGUADILLA,"Bo Ceiba Baja,"
22,Aguadilla,PR,Puerto Rico,AGUADILLA,"URB Borinquen,"
23,Aguadilla,PR,Puerto Rico,AGUADILLA,"Villa Alegria,"
24,Aguadilla,PR,Puerto Rico,AGUADILLA,"Vista Alegre,"
25,Aguadilla,PR,Puerto Rico,AGUADILLA,"URB San Carlos,"
26,Aguadilla,PR,Puerto Rico,AGUADILLA,"Bda Caban,"
27,Aguadilla,PR,Puerto Rico,AGUADILLA,"Ext El Prado,"
28,Aguadilla,PR,Puerto Rico,AGUADILLA,"URB Esteves,"
29,Aguadilla,PR,Puerto Rico,AGUADILLA,"URB Ramey,"
30,Aguadilla,PR,Puerto Rico,AGUADILLA,"Villas De Almeria,"
31,Aguadilla,PR,Puerto Rico,AGUADILLA,"Bda Esteves,"
32,Aguadilla,PR,Puerto Rico,AGUADILLA,"URB Las Americas,"
33,Aguadilla,PR,Puerto Rico,AGUADILLA,"URB Las Casitas Country Club,"
34,Aguadilla,PR,Puerto Rico,AGUADILLA,"URB Santa Marta,"
35,Aguadilla,PR,Puerto Rico,AGUADILLA,"Ext Marbella,"
36,Aguadilla,PR,Puerto Rico,AGUADILLA,"Repto Juan Aguiar,"
37,Aguadilla,PR,Puerto Rico,AGUADILLA,"Villa Lydia,"
38,Aguadilla,PR,Puerto Rico,AGUADILLA,"Bo Borinquen,"
39,Aguadilla,PR,Puerto Rico,AGUADILLA,"Repto Jimenez,"
40,Aguadilla,PR,Puerto Rico,AGUADILLA,"URB El Prado,"
41,Aguadilla,PR,Puerto Rico,AGUADILLA,"URB Marbella,"
42,Aguadilla,PR,Puerto Rico,AGUADILLA,"URB Rubianes,"
43,Aguadilla,PR,Puerto Rico,AGUADILLA,"Vista Verde,"
44,Maricao,PR,Puerto Rico,MARICAO,"Maricao,"
45,Maricao,PR,Puerto Rico,MARICAO,"URB San Juan Bautista,"
46,Anasco,PR,Puerto Rico,ANASCO,"Anasco,"
47,Anasco,PR,Puerto Rico,ANASCO,"Jard De Anasco,"
48,Anasco,PR,Puerto Rico,ANASCO,"Repto Daguey,"
49,Anasco,PR,Puerto Rico,ANASCO,"URB San Antonio,"
50,Anasco,PR,Puerto Rico,ANASCO,"Brisas De Anasco,"
51,Anasco,PR,Puerto Rico,ANASCO,"Paseo Del Valle,"
52,Anasco,PR,Puerto Rico,ANASCO,"Est De Valle Verde,"
53,Angeles,PR,Puerto Rico,UTUADO,"Angeles,"
54,Arecibo,PR,Puerto Rico,ARECIBO,"Comunidad Buenos Aires,"
55,Arecibo,PR,Puerto Rico,ARECIBO,"Ext Tanama,"
56,Arecibo,PR,Puerto Rico,ARECIBO,"Jard De San Rafael,"
57,Arecibo,PR,Puerto Rico,ARECIBO,"URB College Park Iv,"
58,Arecibo,PR,Puerto Rico,ARECIBO,"URB Los Pinos,"
59,Arecibo,PR,Puerto Rico,ARECIBO,"Villa Lucia,"
60,Arecibo,PR,Puerto Rico,ARECIBO,"Vista Del Atlantico,"
61,Arecibo,PR,Puerto Rico,ARECIBO,"Bo El Pasaje,"
62,Arecibo,PR,Puerto Rico,ARECIBO,"Hacienda Toledo,"
63,Arecibo,PR,Puerto Rico,ARECIBO,"Jard De Arecibo,"
64,Arecibo,PR,Puerto Rico,ARECIBO,"Parc Mattey,"
65,Arecibo,PR,Puerto Rico,ARECIBO,"Parq De Jardines,"
66,Arecibo,PR,Puerto Rico,ARECIBO,"URB Arecibo Gdns,"
67,Arecibo,PR,Puerto Rico,ARECIBO,"URB Costas Del Atlantico,"
68,Arecibo,PR,Puerto Rico,ARECIBO,"URB Los Llanos,"
69,Arecibo,PR,Puerto Rico,ARECIBO,"URB Martell,"
70,Arecibo,PR,Puerto Rico,ARECIBO,"URB Regional,"
71,Arecibo,PR,Puerto Rico,ARECIBO,"Villa Serena,"
72,Arecibo,PR,Puerto Rico,ARECIBO,"Vista Azul,"
73,Arecibo,PR,Puerto Rico,ARECIBO,"Bda Duhamel,"
74,Arecibo,PR,Puerto Rico,ARECIBO,"Ext Villa Los Santos I,"
75,Arecibo,PR,Puerto Rico,ARECIBO,"Parc Navas,"
76,Arecibo,PR,Puerto Rico,ARECIBO,"Paseos Reales,"
77,Arecibo,PR,Puerto Rico,ARECIBO,"URB San Daniel,"
78,Arecibo,PR,Puerto Rico,ARECIBO,"Villa Los Santos,"
79,Arecibo,PR,Puerto Rico,ARECIBO,"Villas Del Capitan,"
80,Arecibo,PR,Puerto Rico,ARECIBO,"Villas Del Sol,"
81,Arecibo,PR,Puerto Rico,ARECIBO,"URB Factor,"
82,Arecibo,PR,Puerto Rico,ARECIBO,"URB Garcia,"
83,Arecibo,PR,Puerto Rico,ARECIBO,"URB La Mucura,"
84,Arecibo,PR,Puerto Rico,ARECIBO,"URB Marisol,"
85,Arecibo,PR,Puerto Rico,ARECIBO,"URB Ocean Vw,"
86,Arecibo,PR,Puerto Rico,ARECIBO,"Parc Perez,"
87,Arecibo,PR,Puerto Rico,ARECIBO,"Repto Marquez,"
88,Arecibo,PR,Puerto Rico,ARECIBO,"Sect Las Animas,"
89,Arecibo,PR,Puerto Rico,ARECIBO,"URB El Paraiso,"
90,Arecibo,PR,Puerto Rico,ARECIBO,"URB Garden View,"
91,Arecibo,PR,Puerto Rico,ARECIBO,"URB Los Pinos Ii,"
92,Arecibo,PR,Puerto Rico,ARECIBO,"URB Victor Rojas 2,"
93,Arecibo,PR,Puerto Rico,ARECIBO,"URB Villamar,"
94,Arecibo,PR,Puerto Rico,ARECIBO,"Villa Toledo,"
95,Arecibo,PR,Puerto Rico,ARECIBO,"Arecibo,"
96,Arecibo,PR,Puerto Rico,ARECIBO,"Bo Islote,"
97,Arecibo,PR,Puerto Rico,ARECIBO,"Bo Jarealitos,"
98,Arecibo,PR,Puerto Rico,ARECIBO,"Ext Marisol,"
99,Arecibo,PR,Puerto Rico,ARECIBO,"Repto San Jose,"
100,Arecibo,PR,Puerto Rico,ARECIBO,"Sect Abra,"
101,Arecibo,PR,Puerto Rico,ARECIBO,"Sect El Cano,"
102,Arecibo,PR,Puerto Rico,ARECIBO,"URB Las Brisas,"
103,Arecibo,PR,Puerto Rico,ARECIBO,"URB Radioville,"
104,Arecibo,PR,Puerto Rico,ARECIBO,"URB University Gdns,"
105,Arecibo,PR,Puerto Rico,ARECIBO,"Valle Escondido,"
106,Arecibo,PR,Puerto Rico,ARECIBO,"Alt De San Felipe,"
107,Arecibo,PR,Puerto Rico,ARECIBO,"Bo Islote Ii,"
108,Arecibo,PR,Puerto Rico,ARECIBO,"Est De Arecibo,"
109,Arecibo,PR,Puerto Rico,ARECIBO,"Est De Balseiro,"
110,Arecibo,PR,Puerto Rico,ARECIBO,"Parc Rodriguez Olmo,"
111,Arecibo,PR,Puerto Rico,ARECIBO,"Repto San Juan,"
112,Arecibo,PR,Puerto Rico,ARECIBO,"URB San Felipe,"
113,Arecibo,PR,Puerto Rico,ARECIBO,"URB Victor Rojas 1,"
114,Arecibo,PR,Puerto Rico,ARECIBO,"URB Zeno Gandia,"
115,Arecibo,PR,Puerto Rico,ARECIBO,"Alt De Juncos,"
116,Arecibo,PR,Puerto Rico,ARECIBO,"Bo Obrero,"
117,Arecibo,PR,Puerto Rico,ARECIBO,"Bo Santana,"
118,Arecibo,PR,Puerto Rico,ARECIBO,"Ext Villa Los Santos Ii,"
119,Arecibo,PR,Puerto Rico,ARECIBO,"Sect Muelle,"
120,Arecibo,PR,Puerto Rico,ARECIBO,"URB San Lorenzo,"
121,Arecibo,PR,Puerto Rico,ARECIBO,"URB Tanama,"
122,Bajadero,PR,Puerto Rico,ARECIBO,"Brisas Del Valle,"
123,Bajadero,PR,Puerto Rico,ARECIBO,"Bajadero,"
124,Barceloneta,PR,Puerto Rico,BARCELONETA,"Brisas De Llanadas,"
125,Barceloneta,PR,Puerto Rico,BARCELONETA,"Brisas Del Monte,"
126,Barceloneta,PR,Puerto Rico,BARCELONETA,"Ext Parc Punta Palmas,"
127,Barceloneta,PR,Puerto Rico,BARCELONETA,"Parc Palenque,"
128,Barceloneta,PR,Puerto Rico,BARCELONETA,"URB Cimarrona Ct,"
129,Barceloneta,PR,Puerto Rico,BARCELONETA,"URB Ortega,"
130,Barceloneta,PR,Puerto Rico,BARCELONETA,"Villa Central,"
131,Barceloneta,PR,Puerto Rico,BARCELONETA,"Parc Garrochales,"
132,Barceloneta,PR,Puerto Rico,BARCELONETA,"Parc Tiburon,"
133,Barceloneta,PR,Puerto Rico,BARCELONETA,"URB Las Praderas,"
134,Barceloneta,PR,Puerto Rico,BARCELONETA,"URB Plazuela Estates,"
135,Barceloneta,PR,Puerto Rico,BARCELONETA,"Bda Catalana,"
136,Barceloneta,PR,Puerto Rico,BARCELONETA,"Est De Barceloneta,"
137,Barceloneta,PR,Puerto Rico,BARCELONETA,"Est De Florida,"
138,Barceloneta,PR,Puerto Rico,BARCELONETA,"Ext Est De Imbery,"
139,Barceloneta,PR,Puerto Rico,BARCELONETA,"Parc Punta Palmas,"
140,Barceloneta,PR,Puerto Rico,BARCELONETA,"Repto Las Llanadas,"
141,Barceloneta,PR,Puerto Rico,BARCELONETA,"URB Sol Naciente,"
142,Barceloneta,PR,Puerto Rico,BARCELONETA,"Villa Georgetti,"
143,Barceloneta,PR,Puerto Rico,BARCELONETA,"Barceloneta,"
144,Barceloneta,PR,Puerto Rico,BARCELONETA,"Parc Imbery,"
145,Barceloneta,PR,Puerto Rico,BARCELONETA,"Parc Magueyes,"
146,Barceloneta,PR,Puerto Rico,BARCELONETA,"Villa Barcelona,"
147,Barceloneta,PR,Puerto Rico,BARCELONETA,"URB Cataluna,"
148,Barceloneta,PR,Puerto Rico,BARCELONETA,"URB Las Delicias,"
149,Barceloneta,PR,Puerto Rico,BARCELONETA,"Villas De La Sabana,"
150,Boqueron,PR,Puerto Rico,CABO ROJO,"Villa Taina,"
151,Boqueron,PR,Puerto Rico,CABO ROJO,"Boqueron,"
152,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Alts De Joyuda,"
153,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Alts Del Mar,"
154,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Bo Ballaja,"
155,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Bo Monte Grande,"
156,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Ext La Concepcion,"
157,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Jard Del Puerto,"
158,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Parc Betances,"
159,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"URB Kofresi,"
160,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"URB Ramirez,"
161,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Mansiones,"
162,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Parc Las Margaritas,"
163,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Repto Oliveras,"
164,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"URB Alta Vista,"
165,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Villa Del Carmen,"
166,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Haciendas De Belvedere,"
167,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Qtas De Cabo Rojo,"
168,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"URB La Concepcion,"
169,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"URB Monte Grande,"
170,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Est De Miramar,"
171,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Haciendas De Cabo Rojo,"
172,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Mans De Cabo Rojo,"
173,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"URB El Retiro,"
174,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"URB Elizabeth,"
175,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Cabo Rojo,"
176,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Est Reales,"
177,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Ext Sierra Linda,"
178,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Haciendas De Miramar,"
179,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Parc Elizabeth,"
180,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Parc Las 35,"
181,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Parc Puerto Real,"
182,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"URB Las Vistas,"
183,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"URB Montesol,"
184,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Paseos De Plan Bonito,"
185,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"URB Remanso De Cabo Rojo,"
186,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"URB San Miguel,"
187,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Ext Elizabeth,"
188,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Repto Miradero,"
189,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Villa Aida,"
190,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Villa Luisa,"
191,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Villas De Plan Bonito,"
192,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"Ext Parc Elizabeth,"
193,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"URB Ana Maria,"
194,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"URB Borinquen,"
195,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"URB Monte Rio,"
196,Cabo Rojo,PR,Puerto Rico,CABO ROJO,"URB Sierra Linda,"
197,Penuelas,PR,Puerto Rico,PENUELAS,"Jard De Penuelas,"
198,Penuelas,PR,Puerto Rico,PENUELAS,"Alt De Penuelas Ii,"
199,Penuelas,PR,Puerto Rico,PENUELAS,"Alts De Penuelas,"
200,Penuelas,PR,Puerto Rico,PENUELAS,"Brisas De Guayanes,"
201,Penuelas,PR,Puerto Rico,PENUELAS,"URB Rio Sol,"
202,Penuelas,PR,Puerto Rico,PENUELAS,"Vista Bahia,"
203,Penuelas,PR,Puerto Rico,PENUELAS,"URB Monte Verde,"
204,Penuelas,PR,Puerto Rico,PENUELAS,"URB Llanos De Sabana Palma,"
205,Penuelas,PR,Puerto Rico,PENUELAS,"URB Penuelas Valley,"
206,Penuelas,PR,Puerto Rico,PENUELAS,"Penuelas,"
207,Penuelas,PR,Puerto Rico,PENUELAS,"Ext Alts De Penuelas Ii,"
208,Penuelas,PR,Puerto Rico,PENUELAS,"Repto Kennedy,"
209,Penuelas,PR,Puerto Rico,PENUELAS,"Sect Mal Paso,"
210,Penuelas,PR,Puerto Rico,PENUELAS,"URB Guayanes,"
211,Penuelas,PR,Puerto Rico,PENUELAS,"URB Riverside,"
212,Penuelas,PR,Puerto Rico,PENUELAS,"Villa Esmeralda,"
213,Penuelas,PR,Puerto Rico,PENUELAS,"Colinas De Penuelas,"
214,Penuelas,PR,Puerto Rico,PENUELAS,"URB El Madrigal,"
215,Penuelas,PR,Puerto Rico,PENUELAS,"URB Sagrado Corazon,"
216,Camuy,PR,Puerto Rico,CAMUY,"Sect Pena,"
217,Camuy,PR,Puerto Rico,CAMUY,"Vistas De Camuy,"
218,Camuy,PR,Puerto Rico,CAMUY,"Alts El Maestro,"
219,Camuy,PR,Puerto Rico,CAMUY,"URB Linda Vista,"
220,Camuy,PR,Puerto Rico,CAMUY,"Camuy,"
221,Camuy,PR,Puerto Rico,CAMUY,"URB Del Carmen,"
222,Camuy,PR,Puerto Rico,CAMUY,"URB Las Veredas,"
223,Castaner,PR,Puerto Rico,LARES,"Adjuntas,"
224,Castaner,PR,Puerto Rico,LARES,"Castaner,"
225,Rosario,PR,Puerto Rico,SAN GERMAN,"Rosario,"
226,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,"Ext San Jose 2,"
227,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,"Parc Maginas,"
228,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,"URB Santa Elena,"
229,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,"Vistas De Sabana Grande,"
230,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,"Alts De San Jose,"
231,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,"URB La Milagrosa,"
232,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,"Sabana Grande,"
233,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,"URB El Arrendado,"
234,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,"URB San Miguel,"
235,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,"URB Santa Maria,"
236,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,"Bda San Isidro,"
237,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,"Est Del Rio,"
238,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,"Parc Susua,"
239,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,"URB Santa Ana,"
240,Ciales,PR,Puerto Rico,CIALES,"URB Los Llanos,"
241,Ciales,PR,Puerto Rico,CIALES,"URB Monte Rey,"
242,Ciales,PR,Puerto Rico,CIALES,"Qtas De Ciales,"
243,Ciales,PR,Puerto Rico,CIALES,"Ciales,"
244,Ciales,PR,Puerto Rico,CIALES,"URB Dos Rios,"
245,Utuado,PR,Puerto Rico,UTUADO,"Jard De Bubao,"
246,Utuado,PR,Puerto Rico,UTUADO,"URB San Martin,"
247,Utuado,PR,Puerto Rico,UTUADO,"Alts De Utuado,"
248,Utuado,PR,Puerto Rico,UTUADO,"Sect Vendrell,"
249,Utuado,PR,Puerto Rico,UTUADO,"URB Cabrera,"
250,Utuado,PR,Puerto Rico,UTUADO,"Ext San Martin,"
251,Utuado,PR,Puerto Rico,UTUADO,"Bda Nueva,"
252,Utuado,PR,Puerto Rico,UTUADO,"URB Perez Matos,"
253,Utuado,PR,Puerto Rico,UTUADO,"Utuado,"
254,Utuado,PR,Puerto Rico,UTUADO,"Sect Cercadillo,"
255,Utuado,PR,Puerto Rico,UTUADO,"URB Jesus M Lago,"
256,Utuado,PR,Puerto Rico,UTUADO,"Sect Bella Vista,"
257,Dorado,PR,Puerto Rico,DORADO,"Jard Dorado,"
258,Dorado,PR,Puerto Rico,DORADO,"Parc San Antonio,"
259,Dorado,PR,Puerto Rico,DORADO,"Paseo Real,"
260,Dorado,PR,Puerto Rico,DORADO,"URB Dorado Country Ests,"
261,Dorado,PR,Puerto Rico,DORADO,"URB Los Prados Norte,"
262,Dorado,PR,Puerto Rico,DORADO,"Valle Dorado,"
263,Dorado,PR,Puerto Rico,DORADO,"Bo Saldinera,"
264,Dorado,PR,Puerto Rico,DORADO,"URB Dorado Reef,"
265,Dorado,PR,Puerto Rico,DORADO,"URB Palmar Dorado Norte,"
266,Dorado,PR,Puerto Rico,DORADO,"URB The Clusters,"
267,Dorado,PR,Puerto Rico,DORADO,"Bo Arenal,"
268,Dorado,PR,Puerto Rico,DORADO,"Chalets De Dorado,"
269,Dorado,PR,Puerto Rico,DORADO,"Jard De Dorado,"
270,Dorado,PR,Puerto Rico,DORADO,"Parc El Cotto,"
271,Dorado,PR,Puerto Rico,DORADO,"Paseo Las Olas,"
272,Dorado,PR,Puerto Rico,DORADO,"Qtas De Dorado,"
273,Dorado,PR,Puerto Rico,DORADO,"URB Doraville,"
274,Dorado,PR,Puerto Rico,DORADO,"URB Montereal,"
275,Dorado,PR,Puerto Rico,DORADO,"Villa Plata,"
276,Dorado,PR,Puerto Rico,DORADO,"Villa Santa,"
277,Dorado,PR,Puerto Rico,DORADO,"Dorado,"
278,Dorado,PR,Puerto Rico,DORADO,"Paseo Del Mar,"
279,Dorado,PR,Puerto Rico,DORADO,"Paseo Los Corales Ii,"
280,Dorado,PR,Puerto Rico,DORADO,"Sect La Aldea,"
281,Dorado,PR,Puerto Rico,DORADO,"URB Gables Breeze,"
282,Dorado,PR,Puerto Rico,DORADO,"URB Miraflores,"
283,Dorado,PR,Puerto Rico,DORADO,"URB Sabanera Dorado,"
284,Dorado,PR,Puerto Rico,DORADO,"Villa Santa Ii,"
285,Dorado,PR,Puerto Rico,DORADO,"Hacienda Mi Querido Viejo,"
286,Dorado,PR,Puerto Rico,DORADO,"Parc Mameyal,"
287,Dorado,PR,Puerto Rico,DORADO,"Paseo Del Sol,"
288,Dorado,PR,Puerto Rico,DORADO,"Paseo Las Palmas,"
289,Dorado,PR,Puerto Rico,DORADO,"Paseo Los Corales,"
290,Dorado,PR,Puerto Rico,DORADO,"URB Costa De Oro,"
291,Dorado,PR,Puerto Rico,DORADO,"URB Monte Mayor,"
292,Dorado,PR,Puerto Rico,DORADO,"URB Montelindo,"
293,Dorado,PR,Puerto Rico,DORADO,"URB Los Prados Sur,"
294,Dorado,PR,Puerto Rico,DORADO,"URB Martorell,"
295,Dorado,PR,Puerto Rico,DORADO,"URB Monte Elena,"
296,Dorado,PR,Puerto Rico,DORADO,"URB Paisajes De Dorado,"
297,Dorado,PR,Puerto Rico,DORADO,"Comunidad Arenales Ii,"
298,Dorado,PR,Puerto Rico,DORADO,"URB Golden Hls,"
299,Dorado,PR,Puerto Rico,DORADO,"URB The Estates,"
300,Dorado,PR,Puerto Rico,DORADO,"Bosque Dorado,"
301,Dorado,PR,Puerto Rico,DORADO,"Brighton Country Club,"
302,Dorado,PR,Puerto Rico,DORADO,"Comunidad Arenales,"
303,Dorado,PR,Puerto Rico,DORADO,"URB Dorado Del Mar,"
304,Dorado,PR,Puerto Rico,DORADO,"URB Los Montes,"
305,Dorado,PR,Puerto Rico,DORADO,"URB Monte Bello,"
306,Dorado,PR,Puerto Rico,DORADO,"URB Monte Verde,"
307,Dorado,PR,Puerto Rico,DORADO,"URB Santa Barbara,"
308,Ensenada,PR,Puerto Rico,GUANICA,"URB Baco,"
309,Ensenada,PR,Puerto Rico,GUANICA,"Ensenada,"
310,Florida,PR,Puerto Rico,FLORIDA,"Florida,"
311,Florida,PR,Puerto Rico,FLORIDA,"Repto Seoane,"
312,Florida,PR,Puerto Rico,FLORIDA,"Alt De Florida,"
313,Florida,PR,Puerto Rico,FLORIDA,"Est De Arroyo,"
314,Florida,PR,Puerto Rico,FLORIDA,"URB Las Flores,"
315,Florida,PR,Puerto Rico,FLORIDA,"URB Vegas De Florida,"
316,Florida,PR,Puerto Rico,FLORIDA,"URB Altos De Florida,"
317,Garrochales,PR,Puerto Rico,ARECIBO,"Hacienda De Garrochales,"
318,Garrochales,PR,Puerto Rico,ARECIBO,"URB Los Jardines,"
319,Garrochales,PR,Puerto Rico,ARECIBO,"Garrochales,"
320,Guanica,PR,Puerto Rico,GUANICA,"Guanica,"
321,Guanica,PR,Puerto Rico,GUANICA,"Bo La Luna,"
322,Guanica,PR,Puerto Rico,GUANICA,"URB Bahia,"
323,Guanica,PR,Puerto Rico,GUANICA,"URB Sagrado Corazon,"
324,Guanica,PR,Puerto Rico,GUANICA,"Vista Mar,"
325,Guanica,PR,Puerto Rico,GUANICA,"URB Santa Clara,"
326,Guanica,PR,Puerto Rico,GUANICA,"Bda Esperanza,"
327,Guayanilla,PR,Puerto Rico,GUAYANILLA,"Guayanilla,"
328,Guayanilla,PR,Puerto Rico,GUAYANILLA,"URB La Concepcion,"
329,Guayanilla,PR,Puerto Rico,GUAYANILLA,"URB Santa Elena,"
330,Guayanilla,PR,Puerto Rico,GUAYANILLA,"Bda Guaydia,"
331,Guayanilla,PR,Puerto Rico,GUAYANILLA,"URB Stella,"
332,Guayanilla,PR,Puerto Rico,GUAYANILLA,"Ext Santa Elena 2,"
333,Guayanilla,PR,Puerto Rico,GUAYANILLA,"Villa Del Rio,"
334,Guayanilla,PR,Puerto Rico,GUAYANILLA,"Ext Santa Elena 3,"
335,Guayanilla,PR,Puerto Rico,GUAYANILLA,"URB Monte Claro,"
336,Guayanilla,PR,Puerto Rico,GUAYANILLA,"URB Santa Maria,"
337,Guayanilla,PR,Puerto Rico,GUAYANILLA,"URB Santa Elena 2,"
338,Guayanilla,PR,Puerto Rico,GUAYANILLA,"Bo Los Sitios,"
339,Guayanilla,PR,Puerto Rico,GUAYANILLA,"URB San Augusto,"
340,Hatillo,PR,Puerto Rico,HATILLO,"Parc Santa Rosa,"
341,Hatillo,PR,Puerto Rico,HATILLO,"Colinas De Hatillo,"
342,Hatillo,PR,Puerto Rico,HATILLO,"Ext Villa Del Carmen,"
343,Hatillo,PR,Puerto Rico,HATILLO,"Sect Aviles,"
344,Hatillo,PR,Puerto Rico,HATILLO,"URB Costa Norte,"
345,Hatillo,PR,Puerto Rico,HATILLO,"URB Mar Azul,"
346,Hatillo,PR,Puerto Rico,HATILLO,"Bda Clan,"
347,Hatillo,PR,Puerto Rico,HATILLO,"Est De La Ceiba,"
348,Hatillo,PR,Puerto Rico,HATILLO,"Alt De Hatillo,"
349,Hatillo,PR,Puerto Rico,HATILLO,"Brisas De Hatillo,"
350,Hatillo,PR,Puerto Rico,HATILLO,"Est De Carrizales,"
351,Hatillo,PR,Puerto Rico,HATILLO,"Ext San Ramon,"
352,Hatillo,PR,Puerto Rico,HATILLO,"URB Las Palmas,"
353,Hatillo,PR,Puerto Rico,HATILLO,"Villa Del Carmen,"
354,Hatillo,PR,Puerto Rico,HATILLO,"Hatillo,"
355,Hatillo,PR,Puerto Rico,HATILLO,"URB Corales De Hatillo,"
356,Hatillo,PR,Puerto Rico,HATILLO,"URB Hatillo Del Mar,"
357,Hatillo,PR,Puerto Rico,HATILLO,"Valle Verde,"
358,Hormigueros,PR,Puerto Rico,HORMIGUEROS,"Hacienda La Monserrate,"
359,Hormigueros,PR,Puerto Rico,HORMIGUEROS,"URB Verdun Ii,"
360,Hormigueros,PR,Puerto Rico,HORMIGUEROS,"Parc San Romualdo,"
361,Hormigueros,PR,Puerto Rico,HORMIGUEROS,"Hormigueros,"
362,Hormigueros,PR,Puerto Rico,HORMIGUEROS,"Est Del Rio,"
