,city,State,State Full,County,"Internal Revenue Service,"
8882,Huntington Station,NY,New York,SUFFOLK,"Dix Hills,"
8883,Huntington Station,NY,New York,SUFFOLK,"So Huntington,"
8884,Huntington Station,NY,New York,SUFFOLK,"S Huntington,"
8885,Huntington Station,NY,New York,SUFFOLK,"Huntingtn Sta,"
8886,Huntington Station,NY,New York,SUFFOLK,"South Huntington,"
8887,Huntington Station,NY,New York,SUFFOLK,"Huntington Station,"
8888,Melville,NY,New York,SUFFOLK,"Dix Hills,"
8889,Melville,NY,New York,SUFFOLK,"Huntington Station,"
8890,Melville,NY,New York,SUFFOLK,"Huntingtn Sta,"
8891,Melville,NY,New York,SUFFOLK,"Melville,"
8892,Islandia,NY,New York,SUFFOLK,"Central Islip,"
8893,Islandia,NY,New York,SUFFOLK,"Islandia,"
8894,Islandia,NY,New York,SUFFOLK,"Hauppauge,"
8895,Islandia,NY,New York,SUFFOLK,"Ronkonkoma,"
8896,Islip,NY,New York,SUFFOLK,"Islip,"
8897,Islip,NY,New York,SUFFOLK,"Bayberry Point,"
8898,Islip,NY,New York,SUFFOLK,"Islip Manor,"
8899,Islip Terrace,NY,New York,SUFFOLK,"Islip Terrace,"
8900,Jericho,NY,New York,NASSAU,"Muttontown,"
8901,Jericho,NY,New York,NASSAU,"Jericho,"
8902,Kings Park,NY,New York,SUFFOLK,"San Remo,"
8903,Kings Park,NY,New York,SUFFOLK,"Kings Park,"
8904,Lake Grove,NY,New York,SUFFOLK,"Lk Grove,"
8905,Lake Grove,NY,New York,SUFFOLK,"Lake Grove,"
8906,Levittown,NY,New York,NASSAU,"Plainedge,"
8907,Levittown,NY,New York,NASSAU,"Island Trees,"
8908,Levittown,NY,New York,NASSAU,"Levittown,"
8909,Lindenhurst,NY,New York,SUFFOLK,"N Lindenhurst,"
8910,Lindenhurst,NY,New York,SUFFOLK,"North Lindenhurst,"
8911,Lindenhurst,NY,New York,SUFFOLK,"Lindenhurst,"
8912,Lindenhurst,NY,New York,SUFFOLK,"Heer Park,"
8913,Massapequa,NY,New York,NASSAU,"Massapequa,"
8914,Massapequa,NY,New York,NASSAU,"N Massapequa,"
8915,Massapequa,NY,New York,NASSAU,"E Massapequa,"
8916,Massapequa,NY,New York,NASSAU,"North Massapequa,"
8917,Massapequa,NY,New York,NASSAU,"East Massapequa,"
8918,Massapequa Park,NY,New York,NASSAU,"Massapequa Pk,"
8919,Massapequa Park,NY,New York,NASSAU,"Massapequa Park,"
8920,Massapequa Park,NY,New York,NASSAU,"Bar Harbor,"
8921,Medford,NY,New York,SUFFOLK,"Medford,"
8922,Medford,NY,New York,SUFFOLK,"Gordon Heights,"
8923,Miller Place,NY,New York,SUFFOLK,"Miller Place,"
8924,Mill Neck,NY,New York,NASSAU,"Mill Neck,"
8925,Mount Sinai,NY,New York,SUFFOLK,"Mt Sinai,"
8926,Mount Sinai,NY,New York,SUFFOLK,"Mount Sinai,"
8927,Nesconset,NY,New York,SUFFOLK,"Nesconset,"
8928,Northport,NY,New York,SUFFOLK,"Eatons Neck,"
8929,Northport,NY,New York,SUFFOLK,"Northport,"
8930,Northport,NY,New York,SUFFOLK,"Asharoken,"
8931,Northport,NY,New York,SUFFOLK,"Fort Salonga,"
8932,Northport,NY,New York,SUFFOLK,"Sunken Meadow,"
8933,Northport,NY,New York,SUFFOLK,"Crab Meadow,"
8934,Oakdale,NY,New York,SUFFOLK,"Oakdale,"
8935,Ocean Beach,NY,New York,SUFFOLK,"Ocean Beach,"
8936,Ocean Beach,NY,New York,SUFFOLK,"Fire Island,"
8937,Ocean Beach,NY,New York,SUFFOLK,"Corneil Estates,"
8938,Ocean Beach,NY,New York,SUFFOLK,"Seaview,"
8939,Ocean Beach,NY,New York,SUFFOLK,"Ocean Bay Park,"
8940,Oyster Bay,NY,New York,NASSAU,"Oyster Bay Cove,"
8941,Oyster Bay,NY,New York,NASSAU,"Muttontown,"
8942,Oyster Bay,NY,New York,NASSAU,"Upper Brookville,"
8943,Oyster Bay,NY,New York,NASSAU,"Cove Neck,"
8944,Oyster Bay,NY,New York,NASSAU,"Centre Island,"
8945,Oyster Bay,NY,New York,NASSAU,"Laurel Hollow,"
8946,Oyster Bay,NY,New York,NASSAU,"Oyster Bay,"
8947,Patchogue,NY,New York,SUFFOLK,"Davis Park,"
8948,Patchogue,NY,New York,SUFFOLK,"E Patchogue,"
8949,Patchogue,NY,New York,SUFFOLK,"North Patchogue,"
8950,Patchogue,NY,New York,SUFFOLK,"Patchogue,"
8951,Patchogue,NY,New York,SUFFOLK,"Canaan Lake,"
8952,Patchogue,NY,New York,SUFFOLK,"N Patchogue,"
8953,Patchogue,NY,New York,SUFFOLK,"East Patchogue,"
8954,Syosset,NY,New York,NASSAU,"Syosset,"
8955,Syosset,NY,New York,NASSAU,"Publishers Clearing House,"
8956,Melville,NY,New York,SUFFOLK,"Don Jagoda Assc Inc,"
8957,Port Jefferson Station,NY,New York,SUFFOLK,"Port Jeff Sta,"
8958,Port Jefferson Station,NY,New York,SUFFOLK,"Port Jefferson Station,"
8959,P J S,NY,New York,SUFFOLK,"P J S,"
8960,Port Jefferson Station,NY,New York,SUFFOLK,"Terryville,"
8961,PJS,NY,New York,SUFFOLK,"Pjs,"
8962,Port Jefferson Station,NY,New York,SUFFOLK,"Prt Jefferson Station,"
8963,Port Jefferson Station,NY,New York,SUFFOLK,"Prt Jeff Sta,"
8964,Port Jefferson,NY,New York,SUFFOLK,"Belle Terre,"
8965,Port Jefferson,NY,New York,SUFFOLK,"Port Jeff Sta,"
8966,Port Jefferson,NY,New York,SUFFOLK,"Port Jefferson,"
8967,Port Jefferson,NY,New York,SUFFOLK,"Port Jefferson Station,"
8968,Port Jefferson,NY,New York,SUFFOLK,"Prt Jefferson,"
8969,Port Jefferson,NY,New York,SUFFOLK,"Pt Jefferson Station,"
8970,Rocky Point,NY,New York,SUFFOLK,"Rocky Point,"
8971,Ronkonkoma,NY,New York,SUFFOLK,"Lake Ronkonkoma Heights,"
8972,Ronkonkoma,NY,New York,SUFFOLK,"Lk Ronkonkoma,"
8973,Ronkonkoma,NY,New York,SUFFOLK,"Ronkonkoma,"
8974,Ronkonkoma,NY,New York,SUFFOLK,"Lake Ronkonkoma,"
8975,Saint James,NY,New York,SUFFOLK,"Nissequogue,"
8976,Saint James,NY,New York,SUFFOLK,"Flowerfield,"
8977,Saint James,NY,New York,SUFFOLK,"Saint James,"
8978,Saint James,NY,New York,SUFFOLK,"Deer Wells,"
8979,Saint James,NY,New York,SUFFOLK,"Head Of The Harbor,"
8980,Saint James,NY,New York,SUFFOLK,"St James,"
8981,Saint James,NY,New York,SUFFOLK,"Box Hill,"
8982,Sayville,NY,New York,SUFFOLK,"Fire Island Pines,"
8983,Sayville,NY,New York,SUFFOLK,"Cherry Grove,"
8984,Sayville,NY,New York,SUFFOLK,"Fire Is Pines,"
8985,Sayville,NY,New York,SUFFOLK,"Sayville,"
8986,Seaford,NY,New York,NASSAU,"Seaford,"
8987,Selden,NY,New York,SUFFOLK,"Old Westfield,"
8988,Selden,NY,New York,SUFFOLK,"Selden,"
8989,Shoreham,NY,New York,SUFFOLK,"Shoreham,"
8990,Smithtown,NY,New York,SUFFOLK,"Village Of The Branch,"
8991,Smithtown,NY,New York,SUFFOLK,"Smithtown,"
8992,Hauppauge,NY,New York,SUFFOLK,"Smithtown,"
8993,Hauppauge,NY,New York,SUFFOLK,"Hauppauge,"
8994,Sound Beach,NY,New York,SUFFOLK,"Scotts Beach,"
8995,Sound Beach,NY,New York,SUFFOLK,"Sound Beach,"
8996,Stony Brook,NY,New York,SUFFOLK,"Stony Brook,"
8997,Stony Brook,NY,New York,SUFFOLK,"Head Of The Harbor,"
8998,Stony Brook,NY,New York,SUFFOLK,"Stonybrook,"
8999,Syosset,NY,New York,NASSAU,"Muttontown,"
9000,Syosset,NY,New York,NASSAU,"Oyster Bay Cove,"
9001,Syosset,NY,New York,NASSAU,"Laurel Hollow,"
9002,Wading River,NY,New York,SUFFOLK,"Wildwood,"
9003,Wading River,NY,New York,SUFFOLK,"Willwood,"
9004,Wading River,NY,New York,SUFFOLK,"Wading River,"
9005,Wantagh,NY,New York,NASSAU,"Wantagh,"
9006,Wantagh,NY,New York,NASSAU,"N Wantagh,"
9007,Wantagh,NY,New York,NASSAU,"Briar Park,"
9008,Stony Brook,NY,New York,SUFFOLK,"Suny Stony Brook,"
9009,West Islip,NY,New York,SUFFOLK,"West Islip,"
9010,West Islip,NY,New York,SUFFOLK,"W Islip,"
9011,West Sayville,NY,New York,SUFFOLK,"W Sayville,"
9012,West Sayville,NY,New York,SUFFOLK,"West Sayville,"
9013,Woodbury,NY,New York,NASSAU,"Woodbury,"
9014,Wyandanch,NY,New York,SUFFOLK,"Wheatley Heights,"
9015,Wyandanch,NY,New York,SUFFOLK,"Wheatley Hts,"
9016,Wyandanch,NY,New York,SUFFOLK,"Wyandanch,"
9017,Hicksville,NY,New York,NASSAU,"Hicksville,"
9018,Plainview,NY,New York,NASSAU,"Plainview,"
9019,Old Bethpage,NY,New York,NASSAU,"Old Bethpage,"
9020,Hicksville,NY,New York,NASSAU,"L I Power Authority,"
9021,Hicksville,NY,New York,NASSAU,"Chase Bank,"
9022,Jericho,NY,New York,NASSAU,"Uhc Berdon,"
9023,Hicksville,NY,New York,NASSAU,"Hicksville Firms,"
9024,Riverhead,NY,New York,SUFFOLK,"Northampton,"
9025,Riverhead,NY,New York,SUFFOLK,"Riverhead,"
9026,Riverhead,NY,New York,SUFFOLK,"Flanders,"
9027,Amagansett,NY,New York,SUFFOLK,"Promised Land,"
9028,Amagansett,NY,New York,SUFFOLK,"Amagansett,"
9029,Amagansett,NY,New York,SUFFOLK,"Beach Hampton,"
9030,Aquebogue,NY,New York,SUFFOLK,"Aquebogue,"
9031,Bridgehampton,NY,New York,SUFFOLK,"Bridge Hampton,"
9032,Bridgehampton,NY,New York,SUFFOLK,"Bridgehampton,"
9033,Calverton,NY,New York,SUFFOLK,"Baiting Hollow,"
9034,Calverton,NY,New York,SUFFOLK,"Baiting Hollo,"
9035,Calverton,NY,New York,SUFFOLK,"Calverton,"
9036,Center Moriches,NY,New York,SUFFOLK,"Center Moriches,"
9037,Center Moriches,NY,New York,SUFFOLK,"Ctr Moriches,"
9038,Cutchogue,NY,New York,SUFFOLK,"Cutchogue,"
9039,Cutchogue,NY,New York,SUFFOLK,"Nassau Point,"
9040,East Hampton,NY,New York,SUFFOLK,"E Hampton,"
9041,East Hampton,NY,New York,SUFFOLK,"East Hampton,"
9042,East Marion,NY,New York,SUFFOLK,"E Marion,"
9043,East Marion,NY,New York,SUFFOLK,"East Marion,"
9044,East Moriches,NY,New York,SUFFOLK,"E Moriches,"
9045,East Moriches,NY,New York,SUFFOLK,"East Moriches,"
9046,Eastport,NY,New York,SUFFOLK,"Eastport,"
9047,East Quogue,NY,New York,SUFFOLK,"East Quogue,"
9048,East Quogue,NY,New York,SUFFOLK,"E Quogue,"
9049,Greenport,NY,New York,SUFFOLK,"Greenport,"
9050,Hampton Bays,NY,New York,SUFFOLK,"Hampton Bays,"
9051,Jamesport,NY,New York,SUFFOLK,"Jamesport,"
9052,Laurel,NY,New York,SUFFOLK,"Laurel,"
9053,Manorville,NY,New York,SUFFOLK,"Manorville,"
9054,Mastic,NY,New York,SUFFOLK,"Rivers Edge,"
9055,Mastic,NY,New York,SUFFOLK,"Manor Park,"
9056,Mastic,NY,New York,SUFFOLK,"Mastic,"
9057,Mastic Beach,NY,New York,SUFFOLK,"Village Of Mastic Beach,"
9058,Mastic Beach,NY,New York,SUFFOLK,"Mastic Beach,"
9059,Mastic Beach,NY,New York,SUFFOLK,"Old Mastic,"
9060,Mattituck,NY,New York,SUFFOLK,"Mattituck,"
9061,Middle Island,NY,New York,SUFFOLK,"Middle Island,"
9062,Montauk,NY,New York,SUFFOLK,"Hither Plains,"
9063,Montauk,NY,New York,SUFFOLK,"Montauk,"
9064,Moriches,NY,New York,SUFFOLK,"Moriches,"
9065,New Suffolk,NY,New York,SUFFOLK,"New Suffolk,"
9066,Orient,NY,New York,SUFFOLK,"Orient Point,"
9067,Orient,NY,New York,SUFFOLK,"Orient,"
9068,Peconic,NY,New York,SUFFOLK,"Peconic,"
9069,Quogue,NY,New York,SUFFOLK,"Quogue,"
9070,Remsenburg,NY,New York,SUFFOLK,"Remsenburg,"
9071,Ridge,NY,New York,SUFFOLK,"Lake Panamoka,"
9072,Ridge,NY,New York,SUFFOLK,"Panamoka,"
9073,Ridge,NY,New York,SUFFOLK,"Ridge,"
9074,Sagaponack,NY,New York,SUFFOLK,"Sagaponack,"
9075,Sag Harbor,NY,New York,SUFFOLK,"Pine Neck,"
9076,Sag Harbor,NY,New York,SUFFOLK,"Sag Harbor,"
9077,Sag Harbor,NY,New York,SUFFOLK,"N Haven,"
9078,Sag Harbor,NY,New York,SUFFOLK,"Bay Point,"
9079,Sag Harbor,NY,New York,SUFFOLK,"North Haven,"
9080,Shelter Island,NY,New York,SUFFOLK,"Shelter Is,"
9081,Shelter Island,NY,New York,SUFFOLK,"Shelter Island,"
9082,Shelter Island Heights,NY,New York,SUFFOLK,"Shelter Island Heights,"
9083,Shelter Island Heights,NY,New York,SUFFOLK,"Shelter Is Ht,"
9084,Shirley,NY,New York,SUFFOLK,"East Yaphank,"
9085,Shirley,NY,New York,SUFFOLK,"Smith Point,"
9086,Shirley,NY,New York,SUFFOLK,"E Yaphank,"
9087,Shirley,NY,New York,SUFFOLK,"Smiths Point,"
9088,Shirley,NY,New York,SUFFOLK,"Shirley,"
9089,Southampton,NY,New York,SUFFOLK,"S Hampton,"
9090,Southampton,NY,New York,SUFFOLK,"South Hampton,"
9091,Southampton,NY,New York,SUFFOLK,"Southampton,"
9092,South Jamesport,NY,New York,SUFFOLK,"S Jamesport,"
9093,South Jamesport,NY,New York,SUFFOLK,"South Jamesport,"
9094,Southold,NY,New York,SUFFOLK,"Southold,"
9095,Speonk,NY,New York,SUFFOLK,"Speonk,"
9096,Upton,NY,New York,SUFFOLK,"Upton,"
9097,Wainscott,NY,New York,SUFFOLK,"Wainscott,"
9098,Water Mill,NY,New York,SUFFOLK,"Wtr Mill,"
9099,Water Mill,NY,New York,SUFFOLK,"Water Mill,"
9100,Water Mill,NY,New York,SUFFOLK,"Watermill,"
9101,Westhampton,NY,New York,SUFFOLK,"West Hampton,"
9102,Westhampton,NY,New York,SUFFOLK,"W Hampton,"
9103,Westhampton,NY,New York,SUFFOLK,"Westhampton,"
9104,Westhampton Beach,NY,New York,SUFFOLK,"W Hampton Bch,"
9105,Westhampton Beach,NY,New York,SUFFOLK,"West Hampton Beach,"
9106,Westhampton Beach,NY,New York,SUFFOLK,"W Hampton Beach,"
9107,Westhampton Beach,NY,New York,SUFFOLK,"West Hampton Dunes,"
9108,Westhampton Beach,NY,New York,SUFFOLK,"Quioque,"
9109,Westhampton Beach,NY,New York,SUFFOLK,"Westhampton Beach,"
9110,Westhampton Beach,NY,New York,SUFFOLK,"Westhampton Dunes,"
9111,Yaphank,NY,New York,SUFFOLK,"Carver Park,"
9112,Yaphank,NY,New York,SUFFOLK,"Yaphank,"
9113,Alcove,NY,New York,ALBANY,"Alcove,"
9114,Alplaus,NY,New York,SCHENECTADY,"Alplaus,"
9115,Alplaus,NY,New York,SCHENECTADY,"Schenectady,"
9116,Altamont,NY,New York,ALBANY,"Altamont,"
9117,Altamont,NY,New York,ALBANY,"Thompsons Lake,"
9118,Amsterdam,NY,New York,MONTGOMERY,"Perth,"
9119,Amsterdam,NY,New York,MONTGOMERY,"Amsterdam,"
9120,Amsterdam,NY,New York,MONTGOMERY,"West Glenville,"
9121,Amsterdam,NY,New York,MONTGOMERY,"West Charlton,"
9122,Athens,NY,New York,GREENE,"Athens,"
9123,Auriesville,NY,New York,MONTGOMERY,"Auriesville,"
9124,Auriesville,NY,New York,MONTGOMERY,"Fultonville,"
9125,Austerlitz,NY,New York,COLUMBIA,"Austerlitz,"
9126,Averill Park,NY,New York,RENSSELAER,"Burden Lake,"
9127,Averill Park,NY,New York,RENSSELAER,"East Poestenkill,"
9128,Averill Park,NY,New York,RENSSELAER,"Glass Lake,"
9129,Averill Park,NY,New York,RENSSELAER,"Dunham Hollow,"
9130,Averill Park,NY,New York,RENSSELAER,"Alps,"
9131,Averill Park,NY,New York,RENSSELAER,"Averill Park,"
9132,Ballston Lake,NY,New York,SARATOGA,"Ballston,"
9133,Ballston Lake,NY,New York,SARATOGA,"Charlton,"
9134,Ballston Lake,NY,New York,SARATOGA,"Ballston Lake,"
9135,Ballston Lake,NY,New York,SARATOGA,"Malta,"
9136,Ballston Lake,NY,New York,SARATOGA,"Burnt Hills,"
9137,Ballston Spa,NY,New York,SARATOGA,"Harmony Corners,"
9138,Ballston Spa,NY,New York,SARATOGA,"Malta,"
9139,Ballston Spa,NY,New York,SARATOGA,"Malta Ridge,"
9140,Ballston Spa,NY,New York,SARATOGA,"Milton Center,"
9141,Ballston Spa,NY,New York,SARATOGA,"Riley Cove,"
9142,Ballston Spa,NY,New York,SARATOGA,"East Line,"
9143,Ballston Spa,NY,New York,SARATOGA,"Ballston Center,"
9144,Ballston Spa,NY,New York,SARATOGA,"Factory Village,"
9145,Ballston Spa,NY,New York,SARATOGA,"Maltaville,"
9146,Ballston Spa,NY,New York,SARATOGA,"Pioneer,"
9147,Ballston Spa,NY,New York,SARATOGA,"West Milton,"
9148,Ballston Spa,NY,New York,SARATOGA,"Ballston Spa,"
9149,Berlin,NY,New York,RENSSELAER,"Center Berlin,"
9150,Berlin,NY,New York,RENSSELAER,"Berlin,"
9151,Berne,NY,New York,ALBANY,"South Berne,"
9152,Berne,NY,New York,ALBANY,"West Berne,"
9153,Berne,NY,New York,ALBANY,"Berne,"
9154,Brainard,NY,New York,RENSSELAER,"Brainard,"
9155,Broadalbin,NY,New York,FULTON,"Fish House,"
9156,Broadalbin,NY,New York,FULTON,"Broadalbin,"
9157,Broadalbin,NY,New York,FULTON,"Honeywell Corners,"
9158,Broadalbin,NY,New York,FULTON,"Galway Lake,"
9159,Broadalbin,NY,New York,FULTON,"North Broadalbin,"
9160,Broadalbin,NY,New York,FULTON,"Stevers Mills,"
9161,Broadalbin,NY,New York,FULTON,"Union Mills,"
9162,Broadalbin,NY,New York,FULTON,"Vail Mills,"
9163,Burnt Hills,NY,New York,SARATOGA,"Burnt Hills,"
9164,Buskirk,NY,New York,WASHINGTON,"Buskirk,"
9165,Canaan,NY,New York,COLUMBIA,"Canaan,"
9166,Carlisle,NY,New York,SCHOHARIE,"Carlisle,"
9167,Caroga Lake,NY,New York,FULTON,"Caroga,"
9168,Caroga Lake,NY,New York,FULTON,"Wheelerville,"
9169,Caroga Lake,NY,New York,FULTON,"Caroga Lake,"
9170,Caroga Lake,NY,New York,FULTON,"Pine Lake,"
9171,Castleton On Hudson,NY,New York,RENSSELAER,"Brookview,"
9172,Castleton On Hudson,NY,New York,RENSSELAER,"S Schodack,"
9173,Castleton On Hudson,NY,New York,RENSSELAER,"South Schodack,"
9174,Castleton On Hudson,NY,New York,RENSSELAER,"Castleton,"
9175,Castleton On Hudson,NY,New York,RENSSELAER,"Castleton On Hudson,"
9176,Central Bridge,NY,New York,SCHOHARIE,"Central Brg,"
9177,Central Bridge,NY,New York,SCHOHARIE,"Central Bridge,"
9178,Charlotteville,NY,New York,SCHOHARIE,"Charlotteville,"
9179,Charlotteville,NY,New York,SCHOHARIE,"Charlottevle,"
9180,Chatham,NY,New York,COLUMBIA,"Chatham,"
9181,Cherry Plain,NY,New York,RENSSELAER,"Cherryplain,"
9182,Cherry Plain,NY,New York,RENSSELAER,"Cherry Plain,"
9183,Clarksville,NY,New York,ALBANY,"Clarksville,"
9184,Climax,NY,New York,GREENE,"Climax,"
9185,Cobleskill,NY,New York,SCHOHARIE,"Lawyersville,"
9186,Cobleskill,NY,New York,SCHOHARIE,"Hyndsville,"
9187,Cobleskill,NY,New York,SCHOHARIE,"Cobleskill,"
9188,Cobleskill,NY,New York,SCHOHARIE,"Dorloo,"
9189,Cobleskill,NY,New York,SCHOHARIE,"Seward,"
9190,Cobleskill,NY,New York,SCHOHARIE,"Mineral Springs,"
9191,Cobleskill,NY,New York,SCHOHARIE,"Janesville,"
9192,Coeymans,NY,New York,ALBANY,"Coeymans,"
9193,Coeymans Hollow,NY,New York,ALBANY,"Coeymans Hollow,"
9194,Coeymans Hollow,NY,New York,ALBANY,"Coeymans Holw,"
9195,Cohoes,NY,New York,ALBANY,"Cohoes,"
9196,Cohoes,NY,New York,ALBANY,"Dunsbach Ferry,"
9197,Cohoes,NY,New York,ALBANY,"Boght Corners,"
9198,Columbiaville,NY,New York,COLUMBIA,"Columbiaville,"
9199,Coxsackie,NY,New York,GREENE,"Coxsackie,"
9200,Cropseyville,NY,New York,RENSSELAER,"Cropseyville,"
9201,Delanson,NY,New York,SCHENECTADY,"Braman Corners,"
9202,Delanson,NY,New York,SCHENECTADY,"Delanson,"
9203,Delmar,NY,New York,ALBANY,"Bethlehem,"
9204,Delmar,NY,New York,ALBANY,"Elsmere,"
9205,Delmar,NY,New York,ALBANY,"Delmar,"
9206,Dormansville,NY,New York,ALBANY,"Dormansville,"
9207,Duanesburg,NY,New York,SCHENECTADY,"Duanesburg,"
9208,Duanesburg,NY,New York,SCHENECTADY,"Princetown,"
9209,Eagle Bridge,NY,New York,RENSSELAER,"White Creek,"
9210,Eagle Bridge,NY,New York,RENSSELAER,"Eagle Bridge,"
9211,Earlton,NY,New York,GREENE,"Earlton,"
9212,East Berne,NY,New York,ALBANY,"East Berne,"
9213,East Chatham,NY,New York,COLUMBIA,"Red Rock,"
9214,East Chatham,NY,New York,COLUMBIA,"East Chatham,"
9215,East Greenbush,NY,New York,RENSSELAER,"E Greenbush,"
9216,East Greenbush,NY,New York,RENSSELAER,"East Greenbush,"
9217,East Nassau,NY,New York,RENSSELAER,"East Nassau,"
9218,East Nassau,NY,New York,RENSSELAER,"Hoag Corners,"
9219,East Schodack,NY,New York,RENSSELAER,"East Schodack,"
9220,East Worcester,NY,New York,OTSEGO,"East Worcester,"
9221,East Worcester,NY,New York,OTSEGO,"E Worcester,"
9222,Clifton Park,NY,New York,SARATOGA,"Halfmoon,"
9223,Clifton Park,NY,New York,SARATOGA,"Clifton Park Center,"
9224,Clifton Park,NY,New York,SARATOGA,"Elnora,"
9225,Clifton Park,NY,New York,SARATOGA,"Clifton Park,"
9226,Clifton Park,NY,New York,SARATOGA,"Jonesville,"
9227,Esperance,NY,New York,MONTGOMERY,"Burtonsville,"
9228,Esperance,NY,New York,MONTGOMERY,"Esperance,"
9229,Feura Bush,NY,New York,ALBANY,"Feura Bush,"
9230,Fonda,NY,New York,MONTGOMERY,"Fonda,"
9231,Fonda,NY,New York,MONTGOMERY,"Sammonsville,"
9232,Fort Hunter,NY,New York,MONTGOMERY,"Fort Hunter,"
9233,Fort Johnson,NY,New York,MONTGOMERY,"Fort Johnson,"
9234,Fultonham,NY,New York,SCHOHARIE,"Fultonham,"
9235,Fultonville,NY,New York,MONTGOMERY,"Fultonville,"
9236,Gallupville,NY,New York,SCHOHARIE,"Gallupville,"
9237,Galway,NY,New York,SARATOGA,"Hagedorns Mills,"
9238,Galway,NY,New York,SARATOGA,"Galway,"
9239,Galway,NY,New York,SARATOGA,"Mosherville,"
9240,Ghent,NY,New York,COLUMBIA,"Ghent,"
9241,Gilboa,NY,New York,SCHOHARIE,"Gilboa,"
9242,Glenmont,NY,New York,ALBANY,"Bethlehem Center,"
9243,Glenmont,NY,New York,ALBANY,"Glenmont,"
9244,Gloversville,NY,New York,FULTON,"Gloversville,"
9245,Gloversville,NY,New York,FULTON,"Riceville,"
9246,Gloversville,NY,New York,FULTON,"Meco,"
9247,Gloversville,NY,New York,FULTON,"West Bush,"
9248,Gloversville,NY,New York,FULTON,"Bleecker,"
9249,Grafton,NY,New York,RENSSELAER,"Grafton,"
9250,Greenville,NY,New York,GREENE,"S Westerlo,"
9251,Greenville,NY,New York,GREENE,"South Westerlo,"
9252,Greenville,NY,New York,GREENE,"Norton Hill,"
9253,Greenville,NY,New York,GREENE,"Greenville,"
9254,Guilderland,NY,New York,ALBANY,"Guilderland,"
9255,Guilderland Center,NY,New York,ALBANY,"Guildrlnd Ctr,"
9256,Guilderland Center,NY,New York,ALBANY,"Guilderland Center,"
9257,Hagaman,NY,New York,MONTGOMERY,"Hagaman,"
9258,Hannacroix,NY,New York,GREENE,"Hannacroix,"
9259,Hoosick,NY,New York,RENSSELAER,"Hoosick,"
9260,Hoosick Falls,NY,New York,RENSSELAER,"Boyntonville,"
9261,Hoosick Falls,NY,New York,RENSSELAER,"Hoosick Falls,"
9262,Hoosick Falls,NY,New York,RENSSELAER,"Walloomsac,"
9263,Howes Cave,NY,New York,SCHOHARIE,"Bramanville,"
9264,Howes Cave,NY,New York,SCHOHARIE,"Howes Cave,"
9265,Howes Cave,NY,New York,SCHOHARIE,"Barnerville,"
9266,Jefferson,NY,New York,SCHOHARIE,"Jefferson,"
9267,Jefferson,NY,New York,SCHOHARIE,"East Jefferson,"
9268,Jefferson,NY,New York,SCHOHARIE,"North Harpersfield,"
9269,Johnsonville,NY,New York,RENSSELAER,"Johnsonville,"
9270,Johnstown,NY,New York,FULTON,"Garoga,"
9271,Johnstown,NY,New York,FULTON,"Rockwood,"
9272,Johnstown,NY,New York,FULTON,"Northbush,"
9273,Johnstown,NY,New York,FULTON,"Johnstown,"
9274,Kinderhook,NY,New York,COLUMBIA,"Kinderhook,"
9275,Knox,NY,New York,ALBANY,"Knox,"
9276,Lake Pleasant,NY,New York,HAMILTON,"Higgins Bay,"
9277,Lake Pleasant,NY,New York,HAMILTON,"Lake Pleasant,"
9278,Latham,NY,New York,ALBANY,"Latham,"
9279,Latham,NY,New York,ALBANY,"Newtonville,"
9280,Latham,NY,New York,ALBANY,"Verdoy,"
9281,Malden Bridge,NY,New York,COLUMBIA,"Malden Bridge,"
9282,Malden Bridge,NY,New York,COLUMBIA,"Malden Brg,"
9283,Maryland,NY,New York,OTSEGO,"Cooperstown Junction,"
9284,Maryland,NY,New York,OTSEGO,"Chaseville,"
9285,Maryland,NY,New York,OTSEGO,"Maryland,"
9286,Mayfield,NY,New York,FULTON,"Mayfield,"
9287,Mechanicville,NY,New York,SARATOGA,"Mechanicville,"
9288,Mechanicville,NY,New York,SARATOGA,"Malta,"
9289,Medusa,NY,New York,ALBANY,"Medusa,"
9290,Melrose,NY,New York,RENSSELAER,"Melrose,"
9291,Middleburgh,NY,New York,SCHOHARIE,"Breakabeen,"
9292,Middleburgh,NY,New York,SCHOHARIE,"Huntersland,"
9293,Middleburgh,NY,New York,SCHOHARIE,"Livingstonville,"
9294,Middleburgh,NY,New York,SCHOHARIE,"Middleburgh,"
9295,Middleburgh,NY,New York,SCHOHARIE,"Middleburg,"
9296,Nassau,NY,New York,RENSSELAER,"Nassau,"
9297,New Baltimore,NY,New York,GREENE,"New Baltimore,"
9298,New Lebanon,NY,New York,COLUMBIA,"Lebanon Spg,"
9299,New Lebanon,NY,New York,COLUMBIA,"New Lebanon,"
9300,New Lebanon,NY,New York,COLUMBIA,"New Lebanon Center,"
9301,New Lebanon,NY,New York,COLUMBIA,"Lebanon Springs,"
9302,Newtonville,NY,New York,ALBANY,"Latham,"
9303,Newtonville,NY,New York,ALBANY,"Newtonville,"
9304,Niverville,NY,New York,COLUMBIA,"Niverville,"
9305,North Blenheim,NY,New York,SCHOHARIE,"N Blenheim,"
9306,North Blenheim,NY,New York,SCHOHARIE,"North Blenheim,"
9307,North Chatham,NY,New York,COLUMBIA,"North Chatham,"
9308,North Hoosick,NY,New York,RENSSELAER,"Hoosick Junction,"
